,Model,Scenario,Region,Variable,Unit,Year,Value,OMCOST_p,FUELCOST_p,CAPCOST_p,OMCOST_MWh,CAPCOST_MWh,FUELCOST_MWh,CostTotal
294,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2080,0.0003430669049,1.6323271041,66.7324260754,31.6352468205,6.4457217641,124.92103968229999,263.51253376209996,394.87929520849997
295,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2090,0.0002054067782,0.0,0.0,0.0,,,,0.0
296,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Fossils,EJ/yr,2100,0.0001229845582,0.0,0.0,0.0,,,,0.0
297,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2020,1.0210439915716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2030,3.277098216524,4.967328144700001,0.11081987199999999,94.9218519834,1.3941995755,26.6420904533,0.0311042504,28.0673942792
299,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2040,6.0534775179508005,4.6789887944999995,0.0,95.32101120549999,1.2767415891,26.0099574223,0.0,27.2866990114
300,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2050,7.8912320847330975,3.913177575,0.0,96.086822425,0.918613999,22.5562726226,0.0,23.474886621600003
301,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2060,10.308452036018302,4.3174620291000005,0.0,95.6825379709,1.169752328,25.9237651174,0.0,27.0935174454
302,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2070,14.1181634787,3.8730619201,0.0,96.1269380799,0.9898097499,24.5664496212,0.0,25.5562593711
303,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2080,16.5161815625,3.2973803277999996,0.0,96.70261967219999,0.8156929341,23.921912469499997,0.0,24.737605403599996
304,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2090,18.4710054891,3.3698285521,0.0,96.63017144790001,0.9445090772,27.083892444099998,0.0,28.028401521299998
305,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,Central Asia,Renewables,EJ/yr,2100,20.2016681144,3.6902974539,0.0,96.30970254610001,0.8949765293999999,23.357174973400003,0.0,24.252151502800004
306,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2020,22.399548332,0.0,0.0,0.0,,,,
307,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2030,19.9406353314,1.0630565059000001,83.3059555013,15.6309879927,0.4667082797,6.8623929913,36.5733890548,43.9024903258
308,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2040,19.855305037870004,1.123904222,84.1278689672,14.748226810799999,0.6814978775,8.9428307777,51.0123220583,60.6366507135
309,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2050,17.45328052136,0.4875665126,91.9796288116,7.5328046757000005,0.410539058,6.3427459753,77.4483669188,84.20165195210001
310,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2060,11.873868959524502,0.3425479233,95.32470993209999,4.3327421447,0.4197298569,5.3089834058,116.8030051865,122.5317184492
311,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2070,5.0310223242499985,0.2446480327,96.6063177998,3.1490341675,0.4446249868,5.7230759622,175.5729743764,181.7406753254
312,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2080,1.142906475983,0.2404692698,96.7145968807,3.0449338495,0.6564697351,8.3125254198,264.0262760267,272.99527118159995
313,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2090,0.09197292236759999,0.3013309945,95.9436322609,3.7550367446,1.2823699683,15.98025573,408.3059324,425.5685580983
314,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Fossils,EJ/yr,2100,0.0191141144276,0.22277726309999998,97.0574657122,2.7197570247000002,1.4604933631,17.830307406099998,636.293769615,655.5845703842
315,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2020,11.4173063635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2030,15.977318996800001,4.3038070646,0.355381159,95.34081177649999,1.1926512969,26.4204089796,0.0984815987,27.711541875200002
317,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2040,24.018227404,4.2761277302,0.0,95.7238722698,1.2048040617,26.970314591399998,0.0,28.175118653099997
318,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2050,32.756907125,3.3111283220999996,0.397376286,96.2914953919,0.7756317876000001,22.5562821587,0.0930853924,23.424999338699998
319,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2060,49.078336218000004,3.3484096156,0.0,96.65159038440001,0.7761240626000001,22.4027623846,0.0,23.1788864472
320,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2070,68.990874144,3.2007631161,0.24457778859999998,96.55465909530001,0.7999378162999999,24.1310338651,0.0611251177,24.992096799100004
321,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2080,80.874278784,3.0402904674,0.0,96.9597095326,0.6804652526,21.701121634699998,0.0,22.3815868873
322,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2090,92.79974742600001,3.0461001002,0.5413292403,96.4125706595,0.6671445424,21.115891869000002,0.1185597441,21.901596155500002
323,REMIND-MAgPIE 1.7-3.0,NPi2020_400_v3,OECD90 + EU,Renewables,EJ/yr,2100,103.235302892,3.2301608469,0.0,96.7698391531,0.732148743,21.933866286,0.0,22.666015029
