,Model,Scenario,Region,Variable,Unit,Year,Value,OMCOST_p,FUELCOST_p,CAPCOST_p,OMCOST_MWh,CAPCOST_MWh,FUELCOST_MWh,FUELCOST_NoC_MWh,CARBONCOST_MWh,CostTotal_MWh,OMCOST,CAPCOST,FUELCOST,FUELCOST_NoC,CARBONCOST,CostTotal,Value_diff,CostTotal_MWh_diff,CostTotal_diff,OMCOST_MWh_diff,OMCOST_diff,CAPCOST_MWh_diff,CAPCOST_diff,FUELCOST_MWh_diff,FUELCOST_diff,CARBONCOST_MWh_diff,CARBONCOST_diff
60,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Fossils,EJ/yr,2080,11.73789339,1.2027670722,81.1111000845,17.686132843299998,3.3474297163999998,32.638787195700004,38.3174018397,38.3174018397,0.0,74.3036187518,11443.9433182233,111583.05395238199,130996.67861924699,130996.678619247,0.0,254023.675889852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Fossils,EJ/yr,2090,13.85570167,1.2355616209,80.7383799146,18.0260584645,3.3704282507,33.7010518941,36.2851075475,36.2851075475,0.0,73.3565876923,13562.525123675701,135612.251323962,146010.43135145,146010.43135145,0.0,295185.20779908804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Fossils,EJ/yr,2100,16.00622954,1.5139482281,74.6920685929,23.793983179,3.3939399507999997,34.1922454846,37.668264518899996,37.6682645189,0.0,75.2544499543,15705.275715288899,158222.788392714,174307.880679761,174307.880679761,0.0,348235.944787764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2020,3.1446775092,5.1979435585000004,0.0,94.8020564415,11.6078817572,83.8318016985,0.2779079881,#WERT!,0.0,95.71759144379999,7325.2252841034,52902.5748418546,175.3755476931,#WERT!,0.0,60403.1756736511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2030,3.8100819101999996,5.3790508405,0.0,94.62094915950001,10.6710185532,81.6691727538,0.0279023136,#WERT!,0.0,92.36809362059999,9316.7400612206,71304.3885892355,24.361179884200002,#WERT!,0.0,80645.4898303403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2040,4.7586092177,5.2764063905,0.07437509440000001,94.6492185151,9.8585612044,79.0932882789,0.0243937459,#WERT!,0.0,88.9762432292,12084.315785638899,96950.07742745381,29.9010903264,#WERT!,0.0,109064.29430341901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2050,6.0291176349,4.5783335558,0.043031082400000004,95.37863536180001,9.0002033541,81.0824488328,0.015384948999999998,#WERT!,0.0,90.0980371359,15098.8583489727,136024.972031274,25.809990848800002,#WERT!,0.0,151149.640371095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2060,8.2718132065,3.7436561935,0.0162208532,96.2401229532,7.7708267397,91.52170236459999,0.0144170427,#WERT!,0.0,99.306946147,17914.954023360802,210995.193294592,33.2372174261,#WERT!,0.0,228943.38453537898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2070,11.855689735899999,2.8981510282,0.0248504391,97.0769985327,6.7330638232,108.18572983770001,0.0124490181,#WERT!,0.0,114.931242679,22284.808597863997,358068.53250632604,41.2032311334,#WERT!,0.0,380394.544335323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2080,13.7916398998,2.8136473882999997,0.0277361907,97.158616421,6.5376526353,114.10911615170001,0.0119902577,#WERT!,0.0,120.65875904469999,25027.0852700342,436826.29520348704,45.900450703800004,#WERT!,0.0,461899.280924225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2090,15.2129896693,2.7554704991000003,0.0235097996,97.2210197013,6.3727141226,115.3722051085,0.0114284891,#WERT!,0.0,121.75634772020001,26958.8862277945,488066.166398788,48.346643478100006,#WERT!,0.0,515073.399270061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Renewables,EJ/yr,2100,16.6470789724,2.6878395044,0.0267583338,97.2854021617,6.205811460700001,116.5597987294,0.0112665348,#WERT!,0.0,122.77687672489999,28738.547499625096,539777.808844077,52.1742961932,#WERT!,0.0,568568.530639895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2020,4.3218146796,2.2656884434999998,63.6736941443,34.060617412199996,3.8853652139999997,35.746673684,20.7651695495,20.7651695495,0.0,60.3972084475,6249.2128452512,57494.8711532592,33398.6529285926,33398.6529285926,0.0,97142.736927103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2030,4.5110389738,2.3545654768,63.7105529914,33.934881531799995,3.4799956204000004,33.7600021755,14.8171066923,14.8171066923,0.0,52.0571044882,6194.456881310501,60093.4313142979,26374.7252937155,26374.7252937155,0.0,92662.6134893239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2040,5.4303935552,1.806484545,74.8381561101,23.3553593449,3.0066816838999997,28.988939784,16.0411702016,16.0411702016,0.0,48.0367916695,5738.4671057275,55327.465581142904,30615.7209895159,30615.7209895159,0.0,91681.65367638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2050,5.6958250063,2.0472804245,66.5505676125,31.4021519631,2.7427541494,26.3121421011,18.8777538465,18.8777538465,0.0,47.932650097,5632.2369798275,54031.9006691485,38765.407877791,38765.407877791,0.0,98429.54552676699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2060,5.8265583888,1.5775713209,74.9998257414,23.4226029377,2.7769988361,26.8774344065,25.704354791,25.7039794373,0.0003753537,55.3587880336,6224.731123901601,60246.62319036,57617.1279603934,57616.2865931406,0.8413672528,124088.482274655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2070,7.540734577699999,1.3843552441,79.8829055203,18.7327392356,2.8910315667,27.395327886700002,26.8414758844,26.8344452258,0.0070306586,57.1278353378,8378.2405401788,79391.9545387655,77786.8854857764,77766.5105616469,20.3749241296,165557.080564721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2080,7.4053715127999995,1.6576952278000001,71.9871491474,26.355155624800002,3.0838719076,29.6194878869,31.9052233012,31.8940595486,0.0111637526,64.6085830957,8836.311260963199,84869.6126813397,91418.9993566715,91387.0115195097,31.987837161799998,185124.923298974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2090,6.7160469457000005,1.9953537158,66.2497472278,31.7548990564,3.3784486975,33.3572500083,31.768556742399998,31.7640925859,0.0044641565,68.5042554482,8814.4569847114,87029.8979367851,82884.9575489675,82873.3104532724,11.647095695,178729.31247046398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Fossils,EJ/yr,2100,5.673458663,0.9963346839,85.1458385215,13.857826794600001,3.6500705517000003,37.094378587399994,44.2569401369,44.2569401369,0.0,85.001389276,8429.9188869007,85670.28999120361,102212.384734059,102212.384734059,0.0,196312.593612163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2020,1.0210439916,3.188457599,0.9259941594,95.88554824159999,13.0276866721,136.1459613909,1.1920322163,#WERT!,0.0,150.3656802793,4121.5178502543,43071.960835096805,377.1185308059,#WERT!,0.0,47570.597216157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2030,1.12773876,5.3947358462,0.0,94.6052641538,11.8619560769,125.1109115528,0.2044534193,#WERT!,0.0,137.177321049,4720.694500972801,49790.3034161509,81.3661866471,#WERT!,0.0,54592.3641037708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2040,1.3346118037999999,4.6033978883,0.0,95.3966021117,10.5028866363,102.43110113659999,0.0887640682,#WERT!,0.0,113.0227518411,5273.0042063732,51425.826619153,44.5642537448,#WERT!,0.0,56743.395079270995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2050,1.6403098191999999,5.1517763586,0.0,94.8482236414,10.2048767308,87.0253176982,0.0,#WERT!,0.0,97.230194429,6268.6647589591,53458.023706075306,0.0,#WERT!,0.0,59726.68846503441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2060,2.0635662809,4.9938150454,0.0,95.00618495459999,9.547476833300001,88.4245378472,0.0,#WERT!,0.0,97.9720146805,7409.6188876076,68624.6363515189,0.0,#WERT!,0.0,76034.2552391265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2070,2.6515448844,4.8239789571,0.0,95.1760210429,8.943896415900001,91.86823381219999,0.0,#WERT!,0.0,100.81213022809999,8602.4728263901,88361.2631712846,0.0,#WERT!,0.0,96963.73599767471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2080,3.5911537436,4.0692044922,0.0,95.93079550780001,8.3720782368,96.44205633,0.0,#WERT!,0.0,104.8141345668,10817.5521489894,124612.664167464,0.0,#WERT!,0.0,135430.216316453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2090,4.866148583399999,4.0742630562999995,2.2215307182,93.70420622549999,7.9847735975,100.3782606874,0.42766635340000003,#WERT!,0.0,108.7907006383,13373.5537660096,168121.74444850802,716.2906877084,#WERT!,0.0,182211.588902226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Renewables,EJ/yr,2100,5.6457681309000005,3.7317155309,5.1328874189,91.1353970502,7.9716008092,106.3488514361,1.3280927328,#WERT!,0.0,115.64854497809999,15275.571520288,203790.872762035,2544.9562780695,#WERT!,0.0,221611.40056039198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2020,22.399548332,2.2099871371,61.4331646355,36.3568482274,5.5907118456,56.05960919979999,25.172937610100004,25.1728436647,9.394533557878921e-05,86.8232586555,33526.9618003351,336184.090344871,150959.688312795,150959.124931643,0.5633811515,520670.74045800103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2030,23.522888999499997,1.7427043846999999,72.8746276001,25.3826680152,4.6999892276,48.7451368403,22.9695666833,22.9694924448,7.42384964186535e-05,76.4146927512,29897.8622252488,310080.57993833604,146115.428528384,146114.956277868,0.472250516,486093.870691969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2040,25.270936958000004,1.5386947899,76.4430008155,22.0183043946,3.7308211349000002,38.994304192600005,26.010915703600002,25.9987470157,0.0121686879,68.7360410311,25109.967853588798,262447.780084672,175064.21067709802,174982.310379481,81.9002976163,462621.958615359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2050,32.4428894454,1.4663771186,76.2460585771,22.2875643043,3.1139644914,31.1202907781,30.8352008905,30.8270919618,0.0081089287,65.06945616,26808.8890114472,267922.265583027,265467.856363456,265398.04459481,69.8117686457,560199.01095793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2060,37.0107312304,1.4406487696999999,76.7096374715,21.8497137589,3.2227032937,32.0992973377,32.064697049,32.0564704139,0.0082266351,67.3866976804,31058.6497078608,309355.451313052,309021.992676905,308942.708872021,79.2838048837,649436.093697818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2070,43.19347216,1.3852427006999999,77.5479151794,21.0668421199,3.2539431333999995,33.0743452113,32.0393988613,32.0342096561,0.0051892052,68.367687206,36376.8552686254,369748.52341524896,358178.53216425795,358120.520404731,58.0117595275,764303.910848132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2080,41.240913648,1.4336966772,75.6331262284,22.9331770944,3.4847452321,35.882777986,37.7014296949,37.7005777715,0.0008519234,77.068952913,35295.7574383023,363444.02349407604,381864.506285771,381855.877453378,8.6288323929,780604.287218149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2090,41.208265783,1.4010266559,76.8846274419,21.714345902199998,3.6022060412,37.4019692663,36.5511490352,36.5486259774,0.0025230578,77.5553243427,35917.796190103,372937.109607138,364453.533901825,364428.376353009,25.1575488159,773308.439699066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Fossils,EJ/yr,2100,40.891989985,1.1660979938,81.76502753390001,17.0688744723,3.6016741507999996,37.2250574622,42.4261045466,42.4244196677,0.0016848789000000002,83.2528361596,38310.3339152614,395955.969832734,451278.534332255,451260.612591081,17.9217411749,885544.8380802509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2020,11.4173063635,3.5163906321,0.0,96.48360936790002,10.857705546300002,134.5975644434,0.2233315834,#WERT!,0.0,145.6786015731,26726.6783265541,331317.311292719,549.7396632492,#WERT!,0.0,358593.72928252205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2030,12.4921916822,4.8940951674,0.0,95.1059048326,10.2045040425,128.756673756,0.12602372679999999,#WERT!,0.0,139.0872015253,29802.068352746202,376031.522568836,368.0500008432,#WERT!,0.0,406201.640922425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2040,14.6438539071,4.3421894025,0.0991713044,95.5586392931,9.8506421085,117.87691406709999,0.0674628486,#WERT!,0.0,127.7950190242,36723.4716791479,439448.461092484,251.50340274330003,#WERT!,0.0,476423.436174375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2050,14.1611374788,4.6879353650999995,0.11208335859999999,95.1999812763,10.4745021392,106.00655535950001,0.050507900099999996,#WERT!,0.0,116.5315653988,38874.7997635246,393430.022588405,187.45373077259998,#WERT!,0.0,432492.27608270204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2060,20.2507192774,4.0317580209,0.0343252753,95.9339167038,8.9571218286,107.2987927872,0.034166451699999996,#WERT!,0.0,116.2900810675,47777.501801547995,572334.323879946,182.2446693405,#WERT!,0.0,620294.070350835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2070,25.283081514699997,3.3876820103,0.0600457626,96.55227222709999,8.143535396499999,117.584924745,0.0281751021,#WERT!,0.0,125.7566352436,55382.09226125309,799664.867125383,191.61163185400002,#WERT!,0.0,855238.57101849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2080,30.0715222525,3.3733893669,0.0526336296,96.5739770035,7.8603983538,122.1555725965,0.025728404500000003,#WERT!,0.0,130.0416993548,60286.508147322995,936890.548179528,197.3278706848,#WERT!,0.0,997374.3841975359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2090,32.2772795319,2.7452687477,0.0338119753,97.2209192771,7.4224383786,130.80891707909998,0.0208931371,#WERT!,0.0,138.2522485948,63792.09114301889,1124236.25969839,179.56591044150002,#WERT!,0.0,1188207.91675185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Renewables,EJ/yr,2100,32.328870567399996,3.0921402861000002,0.36393132619999996,96.54392838780001,7.3077264123,131.099582957,0.0766952321,#WERT!,0.0,138.4840046014,66226.6613164499,1188096.97974529,695.0546418238,#WERT!,0.0,1255018.69570356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2020,60.682840123000005,2.7189882382999997,60.1188537873,37.1621579744,4.857032566,42.606124499,21.2949676001,21.2904212035,0.0045463966,68.7581246651,83685.8586832117,734096.398447666,366908.729769015,366830.396116701,78.3336523145,1184690.98689989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2030,57.891632746599996,1.4091497377000002,78.75935689020001,19.8314933721,3.9061376081,36.4687487403,36.527335800799996,33.418941359,3.1083944418000002,76.9022221492,64749.2862002749,604516.708438908,605487.86479042,553962.204015347,51525.6607750734,1274753.8594296002,-15.636648666500008,12.688206502100002,-74385.5666407498,-0.3870047082000001,-25449.831582102983,-2.1701246888000014,-207287.80178866105,15.245335899099995,158352.066730013,3.0977681132000003,51302.401121402494
110,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2040,64.9172886274,1.3152992144,79.9000585679,18.7846422176,3.615331172,35.6477171306,48.298667785,45.7018745681,2.5967932169,87.5617160876,66903.1262124977,659675.0352700971,893785.85612783,845731.175636215,48054.6804916146,1620364.01761042,-22.3568280601,25.452084225500002,82438.79090278991,-0.15047099600000013,-26343.637280649302,1.3674320674999976,-189154.9061856129,24.235123154,297937.33436905395,2.5743002648,47497.722136690296
111,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2050,62.4297348468,1.3244259462,78.6074258693,20.0681481845,4.1810298783999995,40.941829424,63.116450301,62.1784770619,0.9379732390000001,108.2393096034,73865.5226908798,723312.130817512,1115067.27469448,1098496.26573602,16571.008958463102,1912244.92820287,-44.42417735199999,46.055370921800005,80504.88348747022,0.7529320213999995,-27115.28127590219,8.9748121415,-218334.00656051096,36.327626758899996,325954.171323883,0.9174670049000001,15966.960855754103
112,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2060,59.8308017538,0.7445048843000001,87.67335230340001,11.5821428124,4.1802748908,42.1477284014,90.0747441871,88.5634103696,1.5113338175,136.4027474793,69641.6178025899,702163.39098701,1500607.27397452,1475429.08956301,25178.1844115125,2272412.28276412,-74.3134307934,68.95515158829998,-219089.75147391018,0.47754535050000024,-67136.5439701621,7.619676002200002,-573296.6406785201,60.857930235599994,421343.43317476986,1.4902497945,24399.344402286697
113,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2070,46.785139065100005,0.4614084022,92.7621458206,6.7764457772,3.9927689835000004,41.8571519239,122.6973770511,119.4705125842,3.2268644669,168.5472979585,51400.5657479026,538844.420600374,1579534.05827763,1537993.2979988,41540.7602788288,2169779.04462591,-107.4648852631,94.854448838,-844571.39989733,-0.05339001009999933,-114104.51794208841,4.2173127033999975,-1000784.8302714261,90.69052614470002,270317.9483161799,3.2119999696,40932.7392228249
114,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2080,29.036594686999997,3.7167117966000003,28.0247373922,68.2585508112,4.847761286,50.175779987,178.3599681802,172.7731548297,5.5868133505,233.3835094532,37968.6936491978,392987.341277885,1396953.06587417,1353195.9598483,43757.1060258721,1827909.10080125,-135.44507005300002,152.7282585626,-1664203.79150281,0.4883087508999999,-150781.5765813272,9.455857015299998,-1370054.325731975,142.78409279640002,-143367.8891895099,5.5671149268999995,42904.227656141695
115,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2090,17.657067657,0.5675486989,89.6122261415,9.8202251596,5.1897887033,56.8729871776,278.5158373616,268.7773711164,9.7384662453,340.5786132425,25105.628978876,275123.361781495,1347321.76534164,1300211.88585481,47109.8794868213,1647550.75610201,-161.467778093,255.1517329998,-2368762.7274080897,0.3854297840999994,-200769.545812941,12.130710004800008,-1828418.410803675,242.6355932109,-339574.7707914701,9.7304895715,46734.8590902599
116,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Fossils,EJ/yr,2100,3.9957888272,0.9170171815000001,83.3167836669,15.7661991516,12.417077741099998,149.78525525790002,401.91703698879996,380.6992419475,21.2177950413,564.1193699878,15438.8744653291,186236.713734821,499726.81245529396,473345.494652085,26381.317803209502,701402.400655444,-188.54884195280002,471.956643115,-4197166.323441957,7.373975526699998,-252608.5631295719,102.59644117710002,-2321910.089497869,361.98622641119994,-1622647.6708145163,21.2053894249,25721.9431656439
117,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2020,26.4810758263,3.5473359899,11.9452336502,84.5074303599,10.5901712596,114.82403711629999,5.5966607298,#WERT!,0.0,131.0108691057,68085.80363948179,738221.002526016,35981.7734901446,#WERT!,0.0,842288.579655642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2030,42.285150639099996,4.2537844029,0.4567312044,95.2894843927,9.3938938773,113.0053338091,0.7856055275,#WERT!,0.0,123.18483321389999,105471.63805458401,1268787.77016561,8820.5277743224,#WERT!,0.0,1383079.93599452,8.827820912899995,4.860607937799983,354459.2658549701,-0.45358811290000034,19865.131860951413,5.236657264799987,331928.99903553084,0.07753878590000007,2665.1349584874997,0.0,0.0
119,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2040,66.18770749689999,3.4353390348,0.9820227265000001,95.58263823870001,8.6319902348,121.5336328958,1.1027532523,#WERT!,0.0,131.26837638290002,156672.845059304,2205866.72576736,20015.2554316451,#WERT!,0.0,2382554.82625831,23.446778283399993,19.07075802030002,1109200.42647909,-0.6595686746000009,51220.98618066599,18.987445136100007,1042048.4445054,0.7428815588000001,15930.9957930186,0.0,0.0
120,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2050,93.750466005,3.3194770242000002,2.8409027523000003,93.8396202235,8.1500621217,126.7265433713,1.3615810903,#WERT!,0.0,136.2381865833,215219.454190147,3346479.70636879,35955.3994460134,#WERT!,0.0,3597654.56000495,41.10052101640001,29.970556252199998,2067519.53881756,-0.6257361237999994,88857.77479185398,29.635715729599994,1948480.38006626,0.9605766464000001,30181.383959445397,0.0,0.0
121,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2060,122.3233992101,3.216435847,1.1114494793,95.67211467370001,7.7434216477,129.56385588959998,1.3577906253999998,#WERT!,0.0,138.6650681627,265351.838466035,4439898.65505153,46528.815696746395,#WERT!,0.0,4751779.30921431,50.62009462,26.995315046900004,2538992.78096698,-0.13975760589999986,109143.08573393701,26.27185576019997,2393121.0811360907,0.8632168925999999,36728.61409695279,0.0,0.0
122,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Renewables,EJ/yr,2070,156.366640174,3.25869573,0.989335137,95.75196913299999,7.7208230698,132.9440081309,0.6047030694,#WERT!,0.0,141.2695342701,334750.82945146103,5764037.92573621,26218.040773788798,#WERT!,0.0,6125006.79596146,62.17918506279999,22.04904044059998,2993519.44884678,0.42082279580000037,143006.45935367403,21.390830680499974,2833943.00249401,0.2373869643,16569.986999095298,0.0,0.0
